symbol,date,n_candidates,chosen,settle,rejected,rejected_settles,reason
SIL,2024-04-26,4,id4122,27.252,id4122|id42001689|id42001689,27.25|27.24|27.24,matches next day (roll already happened)
SIL,2024-12-27,4,id5712,29.645,id5712|id39545|id39545,29.64|29.66|29.66,matches next day (roll already happened)
SIL,2025-01-29,4,id42055313,31.264,id42055313|id5712|id5712,31.26|31.24|31.24,matches next day (roll already happened)
SIL,2025-02-26,4,id5556,32.272,id42055313|id42055313|id5556,32.25|32.25|32.27,matches next day (roll already happened)
SIL,2025-09-26,4,id42025106,46.238,id42011505|id42011505|id42025106,46.22|46.22|46.24,matches next day (roll already happened)
SIL,2026-02-25,4,id42044525,90.988,id42021909|id42021909|id42044525,90.94|90.94|90.99,matches next day (roll already happened)
SIL,2026-03-27,4,id42028799,69.561,id42028799|id42044525|id42044525,69.56|69.54|69.54,matches next day (roll already happened)
SIL,2026-06-26,4,id11762,59.224,id42026286|id42026286|id11762,59.22|59.22|59.22,matches next day (roll already happened)
SR3,2018-12-18,4,id24761,97.585,id23617|id23617|id24761,97.8|97.8|97.58,matches next day (roll already happened)
SR3,2019-12-17,4,id26534,98.4075,id26534|id26175|id26175,98.41|98.27|98.27,matches next day (roll already happened)
SR3,2020-03-17,4,id27133,99.84,id26534|id26534|id27133,98.52|98.52|99.84,matches next day (roll already happened)
SR3,2020-12-15,4,id28574,99.94,id27183|id27183|id28574,99.92|99.92|99.94,matches next day (roll already happened)
SR3,2021-12-14,4,id27206,99.93,id27206|id27254|id27254,99.93|99.95|99.95,matches next day (roll already happened)
SR3,2022-09-20,4,id83938,97.54,id27297|id27297|id83938,98.06|98.06|97.54,matches next day (roll already happened)
SR3,2022-11-15,4,id27322,96.525,id93437|id93437|id27322,97.15|97.15|96.52,matches next day (roll already happened)
SR3,2022-12-20,4,id76841,96.12,id27322|id27322|id76841,96.52|96.52|96.12,matches next day (roll already happened)
SR3,2023-01-17,4,id3275,95.79,id3275|id76841|id76841,95.79|96.12|96.12,matches next day (roll already happened)
SR3,2023-11-14,4,id4784,94.65,id202483|id202483|id4784,94.66|94.66|94.65,matches next day (roll already happened)
SR3,2024-01-16,4,id7593,94.6325,id41619|id41619|id7593,94.64|94.64|94.63,matches next day (roll already happened)
SR3,2024-10-15,4,id42001306,94.9975,id42001306|id42002480|id42002480,95.0|94.78|94.78,matches next day (roll already happened)
SR3,2024-11-19,4,id254253,95.235,id254253|id42001306|id42001306,95.24|95.0|95.0,matches next day (roll already happened)
SR3,2024-12-17,4,id42007685,95.3825,id254253|id254253|id42007685,95.23|95.23|95.38,matches next day (roll already happened)
SR3,2025-01-14,4,id42102524,95.5675,id42102524|id42007685|id42007685,95.57|95.39|95.39,matches next day (roll already happened)
SR3,2026-01-20,4,id42000012,96.2325,id42000012|id42014666|id42014666,96.23|96.08|96.08,matches next day (roll already happened)
SR3,2026-03-17,4,id42000173,96.3225,id254274|id254274|id42000173,96.31|96.31|96.32,matches next day (roll already happened)
UB,2010-06-21,4,id823643,130.53125,id337842|id337842|id823643,132.19|132.19|130.53,matches next day (roll already happened)
UB,2010-09-21,4,id393240,138.90625,id823643|id823643|id393240,139.25|139.25|138.91,matches next day (roll already happened)
UB,2010-12-21,4,id669034,125.28125,id669034|id393240|id393240,125.28|125.94|125.94,matches next day (roll already happened)
UB,2011-03-22,4,id784081,124.71875,id669034|id669034|id784081,126.12|126.12|124.72,matches next day (roll already happened)
UB,2011-06-21,4,id335258,129.625,id335258|id784081|id784081,129.62|131.28|131.28,matches next day (roll already happened)
UB,2011-09-21,4,id204531,156.5625,id204531|id335258|id335258,156.56|154.62|154.62,matches next day (roll already happened)
UB,2011-12-20,4,id187142,159.0625,id187142|id204531|id204531,159.06|161.06|161.06,matches next day (roll already happened)
UB,2012-03-21,4,id466242,149.9375,id187142|id187142|id466242,149.19|149.19|149.94,matches next day (roll already happened)
UB,2012-06-20,4,id717245,167.90625,id466242|id466242|id717245,169.19|169.19|167.91,matches next day (roll already happened)
UB,2013-12-19,4,id515123,137.15625,id515123|id584312|id584312,137.16|138.44|138.44,matches next day (roll already happened)
UB,2014-12-19,4,id595606,164.40625,id595606|id238848|id238848,164.41|164.31|164.31,matches next day (roll already happened)
UB,2015-03-20,4,id526401,170.96875,id595606|id595606|id526401,171.94|171.94|170.97,matches next day (roll already happened)
UB,2015-06-19,4,id467293,155.40625,id526401|id526401|id467293,156.81|156.81|155.41,matches next day (roll already happened)
UB,2015-12-21,4,id354071,160.96875,id354071|id867548|id867548,160.97|161.47|161.47,matches next day (roll already happened)
UB,2016-12-20,4,id828370,157.4375,id237033|id237033|id828370,158.56|158.56|157.44,matches next day (roll already happened)
UB,2019-12-19,4,id579313,182.75,id579313|id781520|id781520,182.75|184.06|184.06,matches next day (roll already happened)
UB,2020-03-20,4,id96381,211.21875,id579313|id579313|id96381,210.66|210.66|211.22,matches next day (roll already happened)
UB,2020-06-19,4,id199425,215.8125,id199425|id96381|id96381,215.81|217.41|217.41,matches next day (roll already happened)
UB,2020-12-21,4,id38086,211.875,id38086|id471008|id471008,211.88|213.97|213.97,matches next day (roll already happened)
UB,2022-12-20,4,id582909,138.875,id263783|id263783|id582909,138.91|138.91|138.88,matches next day (roll already happened)
UB,2024-12-19,4,id42002512,119.78125,id42002512|id42001616|id42001616,119.78|119.31|119.31,matches next day (roll already happened)
UB,2025-09-19,4,id42001764,119.6875,id42001764|id42007300|id42007300,119.69|120.09|120.09,matches next day (roll already happened)
UB,2025-12-19,4,id42005311,118.03125,id42001764|id42001764|id42005311,118.53|118.53|118.03,matches next day (roll already happened)
UB,2026-03-20,4,id42003597,115.34375,id42003597|id42005311|id42005311,115.34|116.19|116.19,matches next day (roll already happened)
UB,2026-06-18,4,id42003203,116.15625,id42003203|id42003597|id42003597,116.16|116.72|116.72,matches next day (roll already happened)
ZB,2010-06-21,4,id809647,123.625,id703364|id703364|id809647,124.28|124.28|123.62,matches next day (roll already happened)
ZB,2010-09-21,4,id36857,132.0625,id809647|id809647|id36857,132.53|132.53|132.06,matches next day (roll already happened)
ZB,2010-12-21,4,id648770,121.1875,id648770|id36857|id36857,121.19|122.25|122.25,matches next day (roll already happened)
ZB,2011-03-22,4,id620332,121.46875,id620332|id648770|id648770,121.47|122.94|122.94,matches next day (roll already happened)
ZB,2011-06-21,4,id184543,125.40625,id184543|id620332|id620332,125.41|126.94|126.94,matches next day (roll already happened)
ZB,2011-09-21,4,id305861,143.1875,id184543|id184543|id305861,143.25|143.25|143.19,matches next day (roll already happened)
ZB,2011-12-20,4,id330088,144.09375,id305861|id305861|id330088,144.69|144.69|144.09,matches next day (roll already happened)
ZB,2012-03-21,4,id67985,136.78125,id330088|id330088|id67985,137.97|137.97|136.78,matches next day (roll already happened)
ZB,2012-06-20,4,id387631,148.59375,id387631|id67985|id67985,148.59|149.34|149.34,matches next day (roll already happened)
ZB,2013-12-19,4,id420567,129.1875,id110670|id110670|id420567,130.59|130.59|129.19,matches next day (roll already happened)
ZB,2014-12-19,4,id17949,144.3125,id17949|id172007|id172007,144.31|145.78|145.78,matches next day (roll already happened)
ZB,2015-03-20,4,id891697,164.15625,id891697|id17949|id17949,164.16|148.59|148.59,matches next day (roll already happened)
ZB,2015-06-19,4,id425684,151.90625,id891697|id891697|id425684,153.59|153.59|151.91,matches next day (roll already happened)
ZB,2015-12-21,4,id292210,156.0625,id292210|id37384|id37384,156.06|157.91|157.91,matches next day (roll already happened)
ZB,2016-12-20,4,id457844,148.40625,id193952|id193952|id457844,149.88|149.88|148.41,matches next day (roll already happened)
ZB,2019-12-19,4,id609823,156.28125,id143672|id143672|id609823,157.19|157.19|156.28,matches next day (roll already happened)
ZB,2020-03-20,4,id176345,175.96875,id176345|id609823|id609823,175.97|177.31|177.31,matches next day (roll already happened)
ZB,2020-06-19,4,id238721,177.28125,id176345|id176345|id238721,179.12|179.12|177.28,matches next day (roll already happened)
ZB,2020-12-21,4,id518912,172.375,id461640|id461640|id518912,171.5|171.5|172.38,matches next day (roll already happened)
ZB,2022-12-20,4,id198127,128.09375,id198127|id648539|id648539,128.09|128.25|128.25,matches next day (roll already happened)
ZB,2024-12-19,4,id42004096,114.03125,id42004096|id42000732|id42000732,114.03|113.75|113.75,matches next day (roll already happened)
ZB,2025-09-19,4,id42001597,116.34375,id42001597|id42144138|id42144138,116.34|116.78|116.78,matches next day (roll already happened)
ZB,2025-12-19,4,id42004746,115.3125,id42001597|id42001597|id42004746,115.94|115.94|115.31,matches next day (roll already happened)
ZB,2026-03-20,4,id42004655,112.40625,id42004655|id42004746|id42004746,112.41|113.31|113.31,matches next day (roll already happened)
ZB,2026-06-18,4,id42004736,113.375,id42004655|id42004655|id42004736,113.84|113.84|113.38,matches next day (roll already happened)
ZC,2010-07-14,4,id495349,384.25,id495349|id882177|id882177,384.25|375.25|375.25,matches next day (roll already happened)
ZC,2010-09-14,4,id892190,495.0,id495349|id495349|id892190,478.0|478.0|495.0,matches next day (roll already happened)
ZC,2010-12-14,4,id74172,587.25,id74172|id892190|id892190,587.25|574.5|574.5,matches next day (roll already happened)
ZC,2011-05-13,4,id292835,682.0,id196056|id196056|id292835,679.0|679.0|682.0,matches next day (roll already happened)
ZC,2011-07-14,4,id37891,690.75,id37891|id292835|id292835,690.75|716.5|716.5,matches next day (roll already happened)
ZC,2011-09-14,4,id85982,724.25,id37891|id37891|id85982,713.0|713.0|724.25,matches next day (roll already happened)
ZC,2011-12-14,4,id12993,580.75,id12993|id85982|id85982,580.75|580.0|580.0,matches next day (roll already happened)
ZC,2012-03-14,4,id254896,658.75,id12993|id12993|id254896,669.5|669.5|658.75,matches next day (roll already happened)
ZC,2012-05-14,4,id205740,583.0,id205740|id254896|id254896,583.0|608.0|608.0,matches next day (roll already happened)
ZC,2012-07-13,4,id603071,740.5,id205740|id205740|id603071,755.75|755.75|740.5,matches next day (roll already happened)
ZC,2012-09-14,4,id895463,782.0,id895463|id603071|id603071,782.0|777.5|777.5,matches next day (roll already happened)
ZC,2012-12-14,4,id390221,730.75,id895463|id895463|id390221,718.75|718.75|730.75,matches next day (roll already happened)
ZC,2013-07-12,4,id500462,545.5,id78774|id78774|id500462,701.5|701.5|545.5,matches next day (roll already happened)
ZC,2013-09-13,4,id361413,459.0,id361413|id500462|id500462,459.0|450.0|450.0,matches next day (roll already happened)
ZC,2013-12-13,4,id637548,425.5,id637548|id361413|id361413,425.5|420.5|420.5,matches next day (roll already happened)
ZC,2014-03-14,4,id445173,486.0,id445173|id637548|id637548,486.0|472.25|472.25,matches next day (roll already happened)
ZC,2014-09-12,4,id692825,338.5,id383307|id383307|id692825,339.0|339.0|338.5,matches next day (roll already happened)
ZC,2014-12-12,4,id407417,407.5,id407417|id692825|id692825,407.5|396.25|396.25,matches next day (roll already happened)
ZC,2015-03-13,4,id469287,380.5,id407417|id407417|id469287,374.0|374.0|380.5,matches next day (roll already happened)
ZC,2015-09-14,4,id60636,393.5,id60636|id792162|id792162,393.5|379.0|379.0,matches next day (roll already happened)
ZC,2015-12-14,4,id450811,379.0,id450811|id60636|id60636,379.0|381.75|381.75,matches next day (roll already happened)
ZC,2016-05-13,4,id531169,390.75,id531169|id643179|id643179,390.75|382.0|382.0,matches next day (roll already happened)
ZC,2016-12-14,4,id366000,362.0,id363272|id363272|id366000,351.75|351.75|362.0,matches next day (roll already happened)
ZC,2017-05-12,4,id835555,371.0,id711302|id711302|id835555,361.75|361.75|371.0,matches next day (roll already happened)
ZC,2017-07-14,4,id518927,376.25,id518927|id835555|id835555,376.25|365.25|365.25,matches next day (roll already happened)
ZC,2017-12-14,4,id723285,348.5,id128062|id128062|id723285,336.25|336.25|348.5,matches next day (roll already happened)
ZC,2018-07-13,4,id324999,341.25,id750748|id750748|id324999,330.25|330.25|341.25,matches next day (roll already happened)
ZC,2018-09-14,4,id173904,351.75,id324999|id324999|id173904,337.0|337.0|351.75,matches next day (roll already happened)
ZC,2018-12-14,4,id275617,384.75,id275617|id173904|id173904,384.75|376.75|376.75,matches next day (roll already happened)
ZC,2019-07-12,4,id660347,454.25,id338535|id338535|id660347,449.5|449.5|454.25,matches next day (roll already happened)
ZC,2019-09-13,4,id102262,368.75,id102262|id660347|id660347,368.75|355.5|355.5,matches next day (roll already happened)
ZC,2019-12-13,4,id149920,381.0,id102262|id102262|id149920,366.25|366.25|381.0,matches next day (roll already happened)
ZC,2020-03-13,4,id472897,365.75,id149920|id149920|id472897,370.75|370.75|365.75,matches next day (roll already happened)
ZC,2021-03-12,4,id221002,539.0,id443887|id443887|id221002,549.25|549.25|539.0,matches next day (roll already happened)
ZC,2021-05-14,4,id118881,643.75,id118881|id221002|id221002,643.75|685.0|685.0,matches next day (roll already happened)
ZC,2021-12-14,4,id234352,590.25,id311015|id311015|id234352,588.75|588.75|590.25,matches next day (roll already happened)
ZC,2022-05-13,4,id798133,781.25,id11397|id11397|id798133,794.5|794.5|781.25,matches next day (roll already happened)
ZC,2022-12-14,4,id298463,650.5,id298463|id636258|id636258,650.5|639.0|639.0,matches next day (roll already happened)
ZC,2023-05-12,4,id203853,586.25,id65201|id65201|id203853,633.25|633.25|586.25,matches next day (roll already happened)
ZC,2023-07-14,4,id520651,506.5,id203853|id203853|id520651,599.75|599.75|506.5,matches next day (roll already happened)
ZC,2023-12-14,4,id243778,479.25,id243778|id649504|id649504,479.25|456.75|456.75,matches next day (roll already happened)
ZC,2024-07-12,4,id644626,402.0,id347006|id347006|id644626,400.0|400.0|402.0,matches next day (roll already happened)
ZC,2024-09-13,4,id487769,413.25,id644626|id644626|id487769,390.75|390.75|413.25,matches next day (roll already happened)
ZC,2024-12-13,4,id626930,442.0,id487769|id487769|id626930,430.0|430.0|442.0,matches next day (roll already happened)
ZC,2025-03-14,4,id680969,458.5,id680969|id626930|id626930,458.5|445.5|445.5,matches next day (roll already happened)
ZC,2025-09-12,4,id405207,430.0,id272731|id272731|id405207,399.0|399.0|430.0,matches next day (roll already happened)
ZC,2025-12-12,4,id42279835,440.75,id405207|id405207|id42279835,431.5|431.5|440.75,matches next day (roll already happened)
ZC,2026-03-13,4,id42273528,467.25,id42273528|id42279835|id42279835,467.25|452.5|452.5,matches next day (roll already happened)
ZF,2010-06-30,4,id604699,118.3515625,id604699|id94392|id94392,118.35|118.98|118.98,matches next day (roll already happened)
ZF,2010-09-30,4,id460018,120.8671875,id460018|id604699|id604699,120.87|121.5|121.5,matches next day (roll already happened)
ZF,2010-12-31,4,id894679,117.71875,id460018|id460018|id894679,118.72|118.72|117.72,matches next day (roll already happened)
ZF,2011-03-31,4,id822298,116.7890625,id822298|id894679|id894679,116.79|117.79|117.79,matches next day (roll already happened)
ZF,2011-06-30,4,id9789,119.1953125,id822298|id822298|id9789,120.42|120.42|119.2,matches next day (roll already happened)
ZF,2011-09-30,4,id812215,122.484375,id812215|id9789|id9789,122.48|123.36|123.36,matches next day (roll already happened)
ZF,2011-12-30,4,id51040,123.2578125,id51040|id812215|id812215,123.26|123.52|123.52,matches next day (roll already happened)
ZF,2012-03-30,4,id465961,122.5390625,id465961|id51040|id51040,122.54|122.86|122.86,matches next day (roll already happened)
ZF,2012-06-29,4,id568618,123.96875,id465961|id465961|id568618,124.11|124.11|123.97,matches next day (roll already happened)
ZF,2012-09-28,4,id197568,124.6328125,id197568|id568618|id568618,124.63|124.87|124.87,matches next day (roll already happened)
ZF,2013-06-28,4,id657418,121.046875,id386123|id386123|id657418,121.59|121.59|121.05,matches next day (roll already happened)
ZF,2014-12-31,4,id762979,118.9296875,id116721|id116721|id762979,119.6|119.6|118.93,matches next day (roll already happened)
ZF,2015-03-31,4,id752981,120.2109375,id752981|id762979|id762979,120.21|120.88|120.88,matches next day (roll already happened)
ZF,2015-06-30,4,id206018,119.2578125,id206018|id752981|id752981,119.26|119.94|119.94,matches next day (roll already happened)
ZF,2015-12-31,4,id764660,118.3203125,id454264|id454264|id764660,118.84|118.84|118.32,matches next day (roll already happened)
ZF,2016-09-30,4,id547699,121.515625,id427389|id427389|id547699,121.51|121.51|121.52,matches next day (roll already happened)
ZF,2016-12-30,4,id679655,117.6640625,id547699|id547699|id679655,118.28|118.28|117.66,matches next day (roll already happened)
ZF,2017-03-31,4,id620517,117.7265625,id620517|id679655|id679655,117.73|118.08|118.08,matches next day (roll already happened)
ZF,2017-06-30,4,id134745,117.8359375,id134745|id620517|id620517,117.84|118.52|118.52,matches next day (roll already happened)
ZF,2017-09-29,4,id306580,117.5,id134745|id134745|id306580,117.98|117.98|117.5,matches next day (roll already happened)
ZF,2017-12-29,4,id599339,116.1640625,id306580|id306580|id599339,116.37|116.37|116.16,matches next day (roll already happened)
ZF,2018-03-29,4,id103676,114.4609375,id103676|id599339|id599339,114.46|114.73|114.73,matches next day (roll already happened)
ZF,2018-06-29,4,id164760,113.6171875,id103676|id103676|id164760,113.95|113.95|113.62,matches next day (roll already happened)
ZF,2018-09-28,4,id99995,112.4765625,id164760|id164760|id99995,112.83|112.83|112.48,matches next day (roll already happened)
ZF,2018-12-31,4,id541152,114.6875,id541152|id99995|id99995,114.69|114.61|114.61,matches next day (roll already happened)
ZF,2019-03-29,4,id744976,115.828125,id541152|id541152|id744976,115.77|115.77|115.83,matches next day (roll already happened)
ZF,2019-06-28,4,id325424,118.15625,id325424|id744976|id744976,118.16|118.02|118.02,matches next day (roll already happened)
ZF,2019-12-31,4,id398722,118.609375,id398722|id664001|id664001,118.61|118.46|118.46,matches next day (roll already happened)
ZF,2020-12-31,4,id423628,126.1640625,id423628|id387791|id387791,126.16|125.86|125.86,matches next day (roll already happened)
ZF,2021-12-31,4,id291911,120.9765625,id160021|id160021|id291911,121.55|121.55|120.98,matches next day (roll already happened)
ZF,2022-09-30,4,id406280,107.5078125,id406280|id94237|id94237,107.51|108.28|108.28,matches next day (roll already happened)
ZF,2022-12-30,4,id492654,107.9296875,id406280|id406280|id492654,108.05|108.05|107.93,matches next day (roll already happened)
ZF,2023-03-31,4,id687964,109.5078125,id687964|id492654|id492654,109.51|109.54|109.54,matches next day (roll already happened)
ZF,2023-06-30,4,id404144,107.09375,id687964|id687964|id404144,106.93|106.93|107.09,matches next day (roll already happened)
ZF,2023-09-29,4,id410749,105.359375,id404144|id404144|id410749,105.16|105.16|105.36,matches next day (roll already happened)
ZF,2023-12-29,4,id4130291,108.7734375,id410749|id410749|id4130291,108.67|108.67|108.77,matches next day (roll already happened)
ZF,2024-03-28,4,id42035227,107.015625,id42035227|id4130291|id4130291,107.02|107.2|107.2,matches next day (roll already happened)
ZF,2024-06-28,4,id42064863,106.578125,id42064863|id42035227|id42035227,106.58|106.22|106.22,matches next day (roll already happened)
ZF,2024-12-31,4,id42072515,106.3046875,id42126625|id42126625|id42072515,106.56|106.56|106.3,matches next day (roll already happened)
ZF,2025-12-31,4,id42278557,109.3046875,id42240451|id42240451|id42278557,109.34|109.34|109.3,matches next day (roll already happened)
ZF,2026-03-31,4,id42156042,108.1796875,id42156042|id42278557|id42278557,108.18|108.25|108.25,matches next day (roll already happened)
ZL,2010-07-14,4,id533689,38.11,id533689|id74791|id74791,38.11|38.05|38.05,matches next day (roll already happened)
ZL,2010-08-13,4,id543286,42.52,id533689|id533689|id543286,41.8|41.8|42.52,matches next day (roll already happened)
ZL,2010-09-14,4,id84574,41.33,id543286|id543286|id84574,41.2|41.2|41.33,matches next day (roll already happened)
ZL,2010-10-14,4,id94591,48.02,id84574|id84574|id94591,47.35|47.35|48.02,matches next day (roll already happened)
ZL,2010-12-14,4,id553613,55.09,id553613|id94591|id94591,55.09|54.8|54.8,matches next day (roll already happened)
ZL,2011-01-14,4,id563524,57.27,id553613|id553613|id563524,56.7|56.7|57.27,matches next day (roll already happened)
ZL,2011-05-13,4,id322836,56.14,id135808|id135808|id322836,55.75|55.75|56.14,matches next day (roll already happened)
ZL,2011-07-14,4,id145922,57.31,id145922|id322836|id322836,57.31|57.45|57.45,matches next day (roll already happened)
ZL,2011-08-12,4,id155663,54.16,id145922|id145922|id155663,54.6|54.6|54.16,matches next day (roll already happened)
ZL,2011-09-14,4,id404907,56.78,id155663|id155663|id404907,56.75|56.75|56.78,matches next day (roll already happened)
ZL,2011-10-14,4,id213435,53.54,id213435|id404907|id404907,53.54|53.2|53.2,matches next day (roll already happened)
ZL,2011-12-14,4,id852987,48.4,id213435|id213435|id852987,48.58|48.58|48.4,matches next day (roll already happened)
ZL,2012-01-13,4,id809822,50.29,id809822|id852987|id852987,50.29|50.2|50.2,matches next day (roll already happened)
ZL,2012-03-14,4,id294240,54.8,id294240|id809822|id809822,54.8|54.51|54.51,matches next day (roll already happened)
ZL,2012-05-14,4,id305842,51.3,id305842|id294240|id294240,51.3|50.8|50.8,matches next day (roll already happened)
ZL,2012-07-13,4,id610378,53.7,id305842|id305842|id610378,53.57|53.57|53.7,matches next day (roll already happened)
ZL,2012-08-14,4,id893989,52.79,id610378|id610378|id893989,52.83|52.83|52.79,matches next day (roll already happened)
ZL,2012-09-14,4,id119407,56.97,id119407|id893989|id893989,56.97|56.64|56.64,matches next day (roll already happened)
ZL,2012-10-12,4,id126322,50.67,id126322|id119407|id119407,50.67|49.89|49.89,matches next day (roll already happened)
ZL,2012-12-14,4,id146145,49.99,id126322|id126322|id146145,49.63|49.63|49.99,matches next day (roll already happened)
ZL,2013-07-12,4,id218567,46.22,id218567|id534314|id534314,46.22|46.09|46.09,matches next day (roll already happened)
ZL,2013-09-13,4,id45741,42.34,id45741|id82361|id82361,42.34|42.22|42.22,matches next day (roll already happened)
ZL,2013-12-13,4,id747785,39.83,id667788|id667788|id747785,39.47|39.47|39.83,matches next day (roll already happened)
ZL,2014-03-14,4,id871540,42.29,id871540|id555413|id555413,42.29|42.02|42.02,matches next day (roll already happened)
ZL,2014-09-12,4,id452519,32.55,id452519|id617293|id617293,32.55|32.16|32.16,matches next day (roll already happened)
ZL,2014-10-14,4,id851858,32.87,id452519|id452519|id851858,32.44|32.44|32.87,matches next day (roll already happened)
ZL,2014-12-12,4,id530357,32.36,id851858|id851858|id530357,31.97|31.97|32.36,matches next day (roll already happened)
ZL,2015-03-13,4,id366659,30.49,id366659|id468484|id468484,30.49|30.19|30.19,matches next day (roll already happened)
ZL,2015-08-14,4,id660857,29.08,id660857|id853229|id853229,29.08|28.78|28.78,matches next day (roll already happened)
ZL,2015-09-14,4,id102036,26.93,id102036|id660857|id660857,26.93|26.89|26.89,matches next day (roll already happened)
ZL,2015-12-14,4,id52583,31.12,id52583|id809800|id809800,31.12|31.3|31.3,matches next day (roll already happened)
ZL,2016-01-14,4,id244923,29.75,id244923|id52583|id52583,29.75|29.68|29.68,matches next day (roll already happened)
ZL,2016-05-13,4,id366657,32.5,id366657|id567798|id567798,32.5|32.17|32.17,matches next day (roll already happened)
ZL,2016-08-12,4,id629669,32.03,id629669|id760177|id760177,32.03|31.9|31.9,matches next day (roll already happened)
ZL,2016-10-14,4,id722728,34.38,id722728|id366658|id366658,34.38|34.15|34.15,matches next day (roll already happened)
ZL,2016-12-14,4,id841802,36.92,id722728|id722728|id841802,36.73|36.73|36.92,matches next day (roll already happened)
ZL,2017-01-13,4,id134195,35.6,id841802|id841802|id134195,35.37|35.37|35.6,matches next day (roll already happened)
ZL,2017-05-12,4,id189805,32.84,id457054|id457054|id189805,32.63|32.63|32.84,matches next day (roll already happened)
ZL,2017-07-14,4,id649428,33.24,id189805|id189805|id649428,33.06|33.06|33.24,matches next day (roll already happened)
ZL,2017-10-13,4,id890675,33.69,id437299|id437299|id890675,33.49|33.49|33.69,matches next day (roll already happened)
ZL,2017-12-14,4,id105049,33.18,id105049|id890675|id890675,33.18|33.02|33.02,matches next day (roll already happened)
ZL,2018-01-12,4,id792971,33.13,id105049|id105049|id792971,32.93|32.93|33.13,matches next day (roll already happened)
ZL,2018-07-13,4,id278048,27.97,id278048|id881249|id881249,27.97|27.8|27.8,matches next day (roll already happened)
ZL,2018-09-14,4,id304126,27.49,id304126|id456594|id456594,27.49|27.43|27.43,matches next day (roll already happened)
ZL,2018-10-12,4,id779928,29.39,id304126|id304126|id779928,29.04|29.04|29.39,matches next day (roll already happened)
ZL,2018-12-14,4,id23305,28.49,id23305|id779928|id779928,28.49|28.39|28.39,matches next day (roll already happened)
ZL,2019-01-14,4,id650987,28.4,id23305|id23305|id650987,28.11|28.11|28.4,matches next day (roll already happened)
ZL,2019-07-12,4,id245103,28.31,id105055|id105055|id245103,28.11|28.11|28.31,matches next day (roll already happened)
ZL,2019-09-13,4,id779478,29.29,id779478|id23627|id23627,29.29|28.94|28.94,matches next day (roll already happened)
ZL,2019-12-13,4,id733455,32.6,id733455|id147208|id147208,32.6|32.27|32.27,matches next day (roll already happened)
ZL,2020-03-13,4,id348708,26.37,id126002|id126002|id348708,26.11|26.11|26.37,matches next day (roll already happened)
ZL,2020-08-14,4,id702959,31.06,id541078|id541078|id702959,31.53|31.53|31.06,matches next day (roll already happened)
ZL,2021-01-14,4,id129522,43.11,id129522|id544759|id544759,43.11|43.27|43.27,matches next day (roll already happened)
ZL,2021-03-12,4,id352379,55.36,id129522|id129522|id352379,56.89|56.89|55.36,matches next day (roll already happened)
ZL,2021-05-14,4,id571589,67.58,id571589|id352379|id352379,67.58|68.41|68.41,matches next day (roll already happened)
ZL,2021-08-13,4,id575257,63.72,id737124|id737124|id575257,63.51|63.51|63.72,matches next day (roll already happened)
ZL,2021-12-14,4,id96420,52.24,id379214|id379214|id96420,52.01|52.01|52.24,matches next day (roll already happened)
ZL,2022-01-14,4,id704007,58.46,id704007|id96420|id96420,58.46|58.15|58.15,matches next day (roll already happened)
ZL,2022-05-13,4,id565889,83.79,id542130|id542130|id565889,88.34|88.34|83.79,matches next day (roll already happened)
ZL,2022-08-12,4,id66152,69.53,id288745|id288745|id66152,71.97|71.97|69.53,matches next day (roll already happened)
ZL,2022-10-14,4,id150640,65.3,id150640|id343013|id343013,65.3|69.57|69.57,matches next day (roll already happened)
ZL,2022-12-14,4,id276652,63.55,id276652|id150640|id150640,63.55|66.31|66.31,matches next day (roll already happened)
ZL,2023-01-13,4,id652024,63.06,id276652|id276652|id652024,63.25|63.25|63.06,matches next day (roll already happened)
ZL,2023-05-12,4,id673494,49.52,id548775|id548775|id673494,49.89|49.89|49.52,matches next day (roll already happened)
ZL,2023-07-14,4,id591017,65.05,id591017|id673494|id673494,65.05|67.89|67.89,matches next day (roll already happened)
ZL,2023-10-13,4,id319302,54.38,id319302|id511625|id511625,54.38|55.35|55.35,matches next day (roll already happened)
ZL,2023-12-14,4,id391369,49.51,id319302|id319302|id391369,49.28|49.28|49.51,matches next day (roll already happened)
ZL,2024-01-12,4,id330370,48.25,id330370|id391369|id391369,48.25|47.75|47.75,matches next day (roll already happened)
ZL,2024-07-12,4,id21989,46.65,id21989|id771663|id771663,46.65|47.55|47.55,matches next day (roll already happened)
ZL,2024-09-13,4,id630908,39.53,id396246|id396246|id630908,40.69|40.69|39.53,matches next day (roll already happened)
ZL,2024-12-13,4,id265851,42.61,id265851|id752937|id752937,42.61|42.28|42.28,matches next day (roll already happened)
ZL,2025-01-14,4,id734996,46.22,id265851|id265851|id734996,45.73|45.73|46.22,matches next day (roll already happened)
ZL,2025-03-14,4,id397175,41.59,id397175|id734996|id734996,41.59|41.0|41.0,matches next day (roll already happened)
ZL,2025-09-12,4,id374737,51.67,id589468|id589468|id374737,51.38|51.38|51.67,matches next day (roll already happened)
ZL,2025-12-12,4,id42261918,50.07,id536623|id536623|id42261918,49.73|49.73|50.07,matches next day (roll already happened)
ZL,2026-03-13,4,id42281352,67.44,id42024606|id42024606|id42281352,67.34|67.34|67.44,matches next day (roll already happened)
ZM,2010-07-14,4,id593532,298.3,id564562|id564562|id593532,313.0|313.0|298.3,matches next day (roll already happened)
